policy_id,source_section,source_start,source_end,source_kind,source_text,b0_proposed,b1_proposed,b2_proposed,b3_proposed,read_before,proposed_validation,status,b0_actual_path,b0_actual_anchor,semantic_status,review_evidence,b1_actual_path,b1_actual_anchor,b1_movement_reason,b1_semantic_status,b1_review_evidence,b2_actual_path,b2_validation_evidence,b2_unverified_status,b3_actual_path,b3_actual_anchor,b3_semantic_status,b3_review_evidence
P096,4.1 IaC 정책,170,170,paragraph,예외가 필요한 경우 다음을 모두 기록한다.,AGENTS.md#P096,AGENTS.md (invariant) + proposed reference/infra#P096,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P097,4.1 IaC 정책,172,172,list-rule,* 사용 이유,AGENTS.md#P097,AGENTS.md (invariant) + proposed reference/infra#P097,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P098,4.1 IaC 정책,173,173,list-rule,* 대안이 불가능한 이유,AGENTS.md#P098,AGENTS.md (invariant) + proposed reference/infra#P098,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P099,4.1 IaC 정책,174,174,list-rule,* 영향 범위,AGENTS.md#P099,AGENTS.md (invariant) + proposed reference/infra#P099,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P100,4.1 IaC 정책,175,175,list-rule,* 보완 통제,AGENTS.md#P100,AGENTS.md (invariant) + proposed reference/infra#P100,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P101,4.1 IaC 정책,176,176,list-rule,* 제거 조건,AGENTS.md#P101,AGENTS.md (invariant) + proposed reference/infra#P101,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P102,4.1 IaC 정책,177,177,list-rule,* 추적 Issue,AGENTS.md#P102,AGENTS.md (invariant) + proposed reference/infra#P102,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P103,4.1 IaC 정책,178,178,list-rule,* 사람의 승인,AGENTS.md#P103,AGENTS.md (invariant) + proposed reference/infra#P103,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#41-iac-정책,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,41-iac-정책,B0 4.1 조건부 예외의 상위 문맥과 Terraform 기본 규칙 전체를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 41-iac-정책,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P104,4.2 인프라 설계 게이트,182,182,paragraph,모든 인프라 구현은 `/harness-infra-design`에서 시작한다.,AGENTS.md#P104,AGENTS.md (invariant) + proposed reference/infra#P104,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P105,4.2 인프라 설계 게이트,184,184,paragraph,다음 조건을 모두 만족하기 전에는 `/harness-infra-build`를 실행하지 않는다.,AGENTS.md#P105,AGENTS.md (invariant) + proposed reference/infra#P105,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P106,4.2 인프라 설계 게이트,186,186,list-rule,1. 현재 브랜치에 연결된 GitHub Issue가 존재한다.,AGENTS.md#P106,AGENTS.md (invariant) + proposed reference/infra#P106,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P107,4.2 인프라 설계 게이트,187,187,list-rule,2. `TASK.md`에 `DESIGN-ID`가 기록되어 있다.,AGENTS.md#P107,AGENTS.md (invariant) + proposed reference/infra#P107,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P108,4.2 인프라 설계 게이트,188,188,list-rule,3. Infrastructure Design Report가 존재한다.,AGENTS.md#P108,AGENTS.md (invariant) + proposed reference/infra#P108,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P109,4.2 인프라 설계 게이트,189,189,list-rule,4. 설계 상태가 `APPROVED_FOR_BUILD`이다.,AGENTS.md#P109,AGENTS.md (invariant) + proposed reference/infra#P109,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P110,4.2 인프라 설계 게이트,190,190,list-rule,5. 구현 대상 Terraform 파일과 Module 범위가 명시되어 있다.,AGENTS.md#P110,AGENTS.md (invariant) + proposed reference/infra#P110,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P111,4.2 인프라 설계 게이트,191,191,list-rule,"6. 비용, 보안, 복구와 운영 위험이 검토되었다.",AGENTS.md#P111,AGENTS.md (invariant) + proposed reference/infra#P111,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P112,4.2 인프라 설계 게이트,192,192,list-rule,7. 사람의 설계 승인 증거가 존재한다.,AGENTS.md#P112,AGENTS.md (invariant) + proposed reference/infra#P112,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P113,4.2 인프라 설계 게이트,194,194,paragraph,조건을 충족하지 못하면 구현하지 않고 `BLOCKED`로 반환한다.,AGENTS.md#P113,AGENTS.md (invariant) + proposed reference/infra#P113,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#42-인프라-설계-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,AGENTS.md,42-인프라-설계-게이트,B0 root 인프라 설계 승인 gate를 B1 root에 유지,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,AGENTS.md,NOT_MACHINE_CHECKED,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; AGENTS.md,infrastructure-path-instructions; 42-인프라-설계-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P114,4.3 설계 입력,198,198,paragraph,인프라 설계 전에 다음 항목을 확인한다.,AGENTS.md#P114,AGENTS.md (invariant) + proposed reference/infra#P114,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#43-설계-입력,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-infra-design/references/intake.md,43-설계-입력,B0 root 설계 입력 상세를 harness-infra-design 기존 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-infra-design/references/intake.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; .agents/skills/harness-infra-design/references/intake.md,infrastructure-path-instructions; 43-설계-입력,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P115,4.3 설계 입력,200,200,list-rule,* 환경 구분,AGENTS.md#P115,AGENTS.md (invariant) + proposed reference/infra#P115,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#43-설계-입력,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-infra-design/references/intake.md,43-설계-입력,B0 root 설계 입력 상세를 harness-infra-design 기존 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-infra-design/references/intake.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; .agents/skills/harness-infra-design/references/intake.md,infrastructure-path-instructions; 43-설계-입력,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P116,4.3 설계 입력,201,201,list-rule,* AWS Region,AGENTS.md#P116,AGENTS.md (invariant) + proposed reference/infra#P116,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#43-설계-입력,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-infra-design/references/intake.md,43-설계-입력,B0 root 설계 입력 상세를 harness-infra-design 기존 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-infra-design/references/intake.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; .agents/skills/harness-infra-design/references/intake.md,infrastructure-path-instructions; 43-설계-입력,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P117,4.3 설계 입력,202,202,list-rule,* 예상 요청량과 동시 사용자,AGENTS.md#P117,AGENTS.md (invariant) + proposed reference/infra#P117,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#43-설계-입력,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-infra-design/references/intake.md,43-설계-입력,B0 root 설계 입력 상세를 harness-infra-design 기존 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-infra-design/references/intake.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; .agents/skills/harness-infra-design/references/intake.md,infrastructure-path-instructions; 43-설계-입력,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P118,4.3 설계 입력,203,203,list-rule,* 네트워크 트래픽,AGENTS.md#P118,AGENTS.md (invariant) + proposed reference/infra#P118,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,인프라 분석/설계 전; 절대 금지는 세션 시작,"S5,S6,INFRA-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#43-설계-입력,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-infra-design/references/intake.md,43-설계-입력,B0 root 설계 입력 상세를 harness-infra-design 기존 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-infra-design/references/intake.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,infra/AGENTS.md; .agents/skills/harness-infra-design/references/intake.md,infrastructure-path-instructions; 43-설계-입력,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
