policy_id,source_section,source_start,source_end,source_sha256,target_path,target_start,target_end,read_before,source_preservation,semantic_review,enforcement
P001,Qello Repository Agent Contract,3,3,50ce8491c235c3591dc05e1c72054ddce080a7fd6811d10d0c2643396951a457,AGENTS.md,3,3,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P091,4.1 IaC 정책,164,164,6418bba197934e730b18c2f11e228407df97d2aa3db1353cc3aa0b0bd5050f35,AGENTS.md,147,147,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P092,4.1 IaC 정책,165,165,1220b132b12beb0dd9744963b2958e1fd323e8f18035e26cc9b90d722f992960,AGENTS.md,148,148,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P093,4.1 IaC 정책,166,166,4b9df131af99a95a5e8b09e80948fc1fb20359f65307fa018551ecefa8b7b0d0,AGENTS.md,149,149,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P094,4.1 IaC 정책,167,167,142e38577b7040df3b35bad9e54c87b05f9543a3e2d860144516058bbc0c1c7c,AGENTS.md,150,150,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P095,4.1 IaC 정책,168,168,9e15043fe146d6d200bd4026703326a661b8c04480a548e76b3260f67e4588c7,AGENTS.md,151,151,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P096,4.1 IaC 정책,170,170,cee9e69e82720e7ef0f2efac37b194b4cbe69429e1e05d8b896de7147ed486ba,AGENTS.md,153,153,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P097,4.1 IaC 정책,172,172,3649aca7539bf77661be2ec38f149727e6a90c0a86ae5381991bc7a4d181d078,AGENTS.md,155,155,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P098,4.1 IaC 정책,173,173,6eb0287b2108d2473810992cb3d5bdc632c1a6a961642a0731b27f7d3321672e,AGENTS.md,156,156,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P099,4.1 IaC 정책,174,174,1758c66ef3c945308b26ee6a22f29262906cec6792f6ca461fd885a9a5b76b4e,AGENTS.md,157,157,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P100,4.1 IaC 정책,175,175,45fdd363d443332c5e216f9c103dd721a5eedec556a81731c6bf16c0952dc5a2,AGENTS.md,158,158,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P101,4.1 IaC 정책,176,176,570266630a7fa2b148d78051251238c88827a4546bbd549994481b48466e2b13,AGENTS.md,159,159,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P102,4.1 IaC 정책,177,177,23f8b292776e42cfcae25ff5164b639ca5cfc235f03aff8fe387ac417116aa4d,AGENTS.md,160,160,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P103,4.1 IaC 정책,178,178,5523727614491e3d2c0e8910190d9dbc3ff7d4f86eac5b5b619282fbf5018c39,AGENTS.md,161,161,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P104,4.2 인프라 설계 게이트,182,182,9e78a7c4a7512cbc5b7c73a17d51566dc38337f560a354be7f0e743fce1f616b,AGENTS.md,165,165,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P105,4.2 인프라 설계 게이트,184,184,9becdcde2fa7ea88281a88703e6b040851356e5f54875d8e684058a9eecd9850,AGENTS.md,167,167,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P106,4.2 인프라 설계 게이트,186,186,3219589bdcfb6a97311c3b1d87a480d5517ac2c5ad4468f807e4c7d2b1bb3e11,AGENTS.md,169,169,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P107,4.2 인프라 설계 게이트,187,187,d611bc65cf07f5ae98393bbaebbd2618f1d950c3bf3d25f34e87528e64bec33a,AGENTS.md,170,170,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P108,4.2 인프라 설계 게이트,188,188,b29dc1b671336af8a29703bd7fc4af1974bf540d5aaa12de53a55cfcaf694903,AGENTS.md,171,171,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P109,4.2 인프라 설계 게이트,189,189,2d59e2261abe3707aa5dcf617b0a88f4cb25aeb6f632f2e8183523cabb079c6f,AGENTS.md,172,172,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P110,4.2 인프라 설계 게이트,190,190,3a4eaa9660d7c205202cb0927b4b25e89b7b0fb6d6abdcce38db86b2fa05ea51,AGENTS.md,173,173,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P111,4.2 인프라 설계 게이트,191,191,2ab93a4e9feed2ea3bab39af2a42e5ffbecfa37e76ff0ca35d49e2b0c1161119,AGENTS.md,174,174,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P112,4.2 인프라 설계 게이트,192,192,c09119acbd1086bbf0e2012d187dbeef29575418fc3fb15dee876aaee7bcff93,AGENTS.md,175,175,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P113,4.2 인프라 설계 게이트,194,194,68f5cecc9e453c34b0d5e4cf426c999e1a223f856c09e157a504cb634cf44637,AGENTS.md,177,177,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P114,4.3 설계 입력,198,198,39c7ea000083954d123dd6017ef343f32fc5683464521f2513a4c1bb1920ca6f,AGENTS.md,181,181,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P115,4.3 설계 입력,200,200,792f86567573f1eb2dd224e8471d167fae7eef6dadcd9379365c1abfd0bf40a2,AGENTS.md,183,183,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P116,4.3 설계 입력,201,201,d9c0d95bf92f60fae1450d7b1c9d88276ca6c9c2c4fe2c502743fdb2cf565ea4,AGENTS.md,184,184,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P117,4.3 설계 입력,202,202,09efc68476211390e8a8306224235f829661156c5588392721ea22e8f86b0f87,AGENTS.md,185,185,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P118,4.3 설계 입력,203,203,0a9f50f8e4277c4ae3c61d5e47d9e1acbaaddb27c7e4ee549151b1d4f7bb600e,AGENTS.md,186,186,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P119,4.3 설계 입력,204,204,d664d4a70ea222da44a5ece48fc3921e44a89f658a337edc14f50f2a5fcb6077,AGENTS.md,187,187,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P120,4.3 설계 입력,205,205,c08c4ade5f8fd2f7a020038003a1057d8751b94a2d4c4558fd6d6c1e3e416741,AGENTS.md,188,188,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P121,4.3 설계 입력,206,206,13c5b08307aff710598b74f4cee5f9fae21998188e482a093609f82ad68e9ca2,AGENTS.md,189,189,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P122,4.3 설계 입력,207,207,105ebb4920205fccd5fe774ef63cf5cb8d5cd32d28ec1180a523cd0ac86b8dd0,AGENTS.md,190,190,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P123,4.3 설계 입력,208,208,2fabccbdae101119df385c318e13377b1a8c8b6613cddf73c6697e9292a0c3a1,AGENTS.md,191,191,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P124,4.3 설계 입력,209,209,e2a9439211cff81248b72bb9b0034ecbe9832f3d47d8a10efc6ac0fef3b0eac1,AGENTS.md,192,192,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P125,4.3 설계 입력,210,210,30c0ef39e2afd3bf39d5a749626a52047b7e19232057c71ff829e1105cc4a931,AGENTS.md,193,193,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P126,4.3 설계 입력,211,211,aaf02da38790ba944df761c5631f611351e927cfce27c99efdbdb08fdf7c3573,AGENTS.md,194,194,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P127,4.3 설계 입력,212,212,57ce6838e96b159fa0a06c42e8667218dcd459512761d6d70fb16579faed4bf4,AGENTS.md,195,195,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P128,4.3 설계 입력,213,213,d9136ce2549c57c55aa89f10522becdecd7d9f96c31990652b0b75236142e1f6,AGENTS.md,196,196,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P129,4.3 설계 입력,214,214,a153d3386b57c3649addfdd8201d3ac2aeb912a907a74e87bf268c99f1c6bba1,AGENTS.md,197,197,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P130,4.3 설계 입력,216,216,3e83ab954dd00f271df270a06f7434bbcb4bcf89b8a6e11926883b39dcc941b3,AGENTS.md,199,199,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P131,4.3 설계 입력,218,218,66285b5fa354b0b512986e68fa08e610bf51dbb2d86138dd8305c39ba2481e5e,AGENTS.md,201,201,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P132,4.3 설계 입력,220,220,e3fef4ad56ae8c09ef7978eae892af8bf6b5c132148319bb535d32ff1996674d,AGENTS.md,203,203,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P133,4.3 설계 입력,221,221,b0adf4be25dfcbfadd84f7bd4e4badf6a313f0849e133b171299fcd3da6b54f3,AGENTS.md,204,204,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P134,4.3 설계 입력,222,222,a5a79d159661e0eb7fdcdbc9d2cf9bdfd893934f6e71c6cfab53823f529c988a,AGENTS.md,205,205,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P135,4.3 설계 입력,223,223,9a93c4b3df9aed7a9828222dad743bdedb3bdbcc19009be95dd1e447880f8e73,AGENTS.md,206,206,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P136,4.4 아키텍처 대안 비교,227,227,215e72d8bea4fa4ad3aa900e1103e3e6eba335beddc294b7d8b1c5d4478badc8,AGENTS.md,210,210,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P137,4.4 아키텍처 대안 비교,229,229,efbf2c2f04ebb57831689e215a4512af4e32dc4b14a1e8b603110013141da23c,AGENTS.md,212,212,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P138,4.4 아키텍처 대안 비교,231,231,f87953bd882a1cdb9d9e728876b4d8b019bf9f634e3d8799a62321518f7aa51b,AGENTS.md,214,214,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P139,4.4 아키텍처 대안 비교,233,233,242b6eeb0659f8434501d97515fb9c351f0bd9c4e8af14f35b0cfe7e96ba28cc,AGENTS.md,216,216,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P140,4.4 아키텍처 대안 비교,234,234,10bdba8c92589d3e87f9619b66a5465256ad909dbf54ca65ec5cb879f8088e05,AGENTS.md,217,217,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P141,4.4 아키텍처 대안 비교,235,235,c01d874ee125497a9a35ccc23150180c59eba0a86c9411d0b8615b819fdf3668,AGENTS.md,218,218,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P142,4.4 아키텍처 대안 비교,236,236,d077916ae738d945de108c538f966cda17a22132285606050f7de50ab7f1f1e5,AGENTS.md,219,219,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P143,4.4 아키텍처 대안 비교,237,237,bff9c8fd55a48107943da4fa8381ea35f67f9c5203f2bc66d8cca672a8aca0b9,AGENTS.md,220,220,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P144,4.4 아키텍처 대안 비교,238,238,bf7995069786299566ffbd0b7d982a02048c7a7446d2f15cfd93f2d56a393665,AGENTS.md,221,221,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P145,4.4 아키텍처 대안 비교,240,240,cc785ba78e89e4fd0c9eba1f4cd5448dad85ed87acca59d229799662be6ca3c4,AGENTS.md,223,223,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P146,4.4 아키텍처 대안 비교,242,242,0f3a17efca42d5904b60d979c4dec17ff421d6b38d38223b04ff6a0f7d344ab6,AGENTS.md,225,225,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P147,4.4 아키텍처 대안 비교,243,243,0d67aa0c512485a077b73c4d6aef0968406788daa14233ee06eaad37af2369ea,AGENTS.md,226,226,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P148,4.4 아키텍처 대안 비교,244,244,3428299f838fb6a4af955733827d381516b5fdd4fb088218c73b37e6a9fdfc6f,AGENTS.md,227,227,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P149,4.4 아키텍처 대안 비교,245,245,ed3fcae35623448f56f00f8e78cf12ed37b97422fe4132ab0f75c579869ea756,AGENTS.md,228,228,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P150,4.4 아키텍처 대안 비교,247,247,d64eb6610de09f38c7a003b03eb4221bc5ffd0b149c9bca0a594168705ae3ea8,AGENTS.md,230,230,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P151,4.4 아키텍처 대안 비교,249,249,2f93f99f56d34341b6dfdd1502c8cd29357962b0b2efbb71b19049f674e7a871,AGENTS.md,232,232,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P152,4.4 아키텍처 대안 비교,250,250,d43ad7123224a188ac159c227708867d6795ed36fddc9682179325650cd6dd28,AGENTS.md,233,233,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P153,4.4 아키텍처 대안 비교,251,251,2c049538df8412f49b89129c473c72f78e42f4ceeff235131d74d204bdeca7e5,AGENTS.md,234,234,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P154,4.4 아키텍처 대안 비교,252,252,58a54ae8290e4a0eb62bbfdc836f7efafd4d31c2ba0f89c015de321b941660be,AGENTS.md,235,235,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P155,4.4 아키텍처 대안 비교,253,253,39edf86a4ebce5de51ed17258fa3a90662637bf7d2954daaf520a6aa38d15755,AGENTS.md,236,236,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P156,4.4 아키텍처 대안 비교,254,254,2e52a49341887d33be96dee9e7d1c636a74077f12708b858d28154ec467e0fca,AGENTS.md,237,237,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P157,4.4 아키텍처 대안 비교,255,255,9e65f4f33740028e09559dd4ef546bcf3eb1b8fb7600076e1760bd25d9edab61,AGENTS.md,238,238,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P158,4.4 아키텍처 대안 비교,256,256,5a1b2c3b557a094cc4be90179eb8f4dd5e1685aff510959cf7e3c878a00e0174,AGENTS.md,239,239,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P159,4.4 아키텍처 대안 비교,257,257,edbcec57d2df99f4b11cd71e4de62474f15c6ba883014a8c26e627e828f48bc8,AGENTS.md,240,240,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P160,4.4 아키텍처 대안 비교,258,258,d00007862aa52f7772abfe4453739f13e9ddf6da43b52d3a5059428b017a12bc,AGENTS.md,241,241,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P161,4.4 아키텍처 대안 비교,260,260,69cb0dab4ec2a049e0ed0d04f6926ec95a4dac49b79cc99b0aab4d98232ee15f,AGENTS.md,243,243,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P162,4.5 AWS 설계 검토 영역,264,264,53ea41fa1ebfd53144160a29d08e1d512d9b708e41b05c0e923194ddb78445fd,AGENTS.md,247,247,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P163,4.5 AWS 설계 검토 영역,266,266,dd24de6f6c9d36efad7715bbd1b3dbb6d17b4d5c555d8e824a5929d6777051bb,AGENTS.md,249,249,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P164,4.5 AWS 설계 검토 영역,267,267,30c0ef39e2afd3bf39d5a749626a52047b7e19232057c71ff829e1105cc4a931,AGENTS.md,193,193,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P165,4.5 AWS 설계 검토 영역,268,268,36863ceb211c65cf0fc3366ddf2497fee4be8dce49fa709d7afce7e2a7b6d3bd,AGENTS.md,251,251,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P166,4.5 AWS 설계 검토 영역,269,269,e1ab4093c46c9131e9941da0aa8e8cd7a269248ba996bafb3c198047211fc601,AGENTS.md,252,252,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P167,4.5 AWS 설계 검토 영역,270,270,4823ccdc3228ebc1f23a43c0798f5854f2f4221233e7ea47a73e14d6e2da39a7,AGENTS.md,253,253,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P168,4.5 AWS 설계 검토 영역,271,271,e12dceb79dfda25013c5c081fe7bb5e190ff406d56dbfb7219ce35e336fa78d2,AGENTS.md,254,254,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P169,4.5 AWS 설계 검토 영역,272,272,51da0446484b7f77afa257652516d59f43ab5d95f89a99f3e83a84fb3103c951,AGENTS.md,255,255,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P170,4.5 AWS 설계 검토 영역,273,273,4ef82010acc764a5b7de7f55104b4acdc6c80359d52207346e0b966492e01f31,AGENTS.md,256,256,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P171,4.5 AWS 설계 검토 영역,274,274,00548a6fa5cc88b09a912a67f9fe16b64cc4f6f48dfc2119678895e5358dbb9d,AGENTS.md,257,257,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P172,4.5 AWS 설계 검토 영역,275,275,d2ffbe8f49c01a208d2913e5d2d59ca81acd50339f7f8017816353360b8bce24,AGENTS.md,258,258,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P173,4.5 AWS 설계 검토 영역,276,276,688565a8c963974b3d2a333c0f6795f7b84e1d74b091ab4bf585ea06fddbe58a,AGENTS.md,259,259,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P174,4.5 AWS 설계 검토 영역,277,277,9086b705c5e715924f4ca3fd5e61be4ad989b7624a11e97263c943be1cd870ed,AGENTS.md,260,260,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P175,4.5 AWS 설계 검토 영역,278,278,ee4949a6cd5aee363375f1719bd9ea9d85c70692e5f33f64d4ccfd35bcc5a97b,AGENTS.md,261,261,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P176,4.5 AWS 설계 검토 영역,279,279,9d9b4c9527c70f02c26051c39d4e7d5c945c177f8f4a1211318c41bc33c2b6f0,AGENTS.md,262,262,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P177,4.5 AWS 설계 검토 영역,280,280,c17c18b66e865086d416ed401c2fbc57d0c35c729d0f9d6f54d260c272206c40,AGENTS.md,263,263,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P178,4.5 AWS 설계 검토 영역,281,281,96e6e8c5210e2f9193a2c73c7635e8f65a34083f181c6ad34b5447f1262b885a,AGENTS.md,264,264,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P179,4.5 AWS 설계 검토 영역,282,282,77512f75c192dc1523405c79558b88971aa7226f9fb1bf18c5fcb438237f434f,AGENTS.md,265,265,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P180,4.5 AWS 설계 검토 영역,283,283,382d1f7a6c06d8fc88ae5e69d7861c4524d63bf23ac7cea8919d758b6dc0987d,AGENTS.md,266,266,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P181,4.5 AWS 설계 검토 영역,284,284,b880b7efad11e41e0f2e80a084ce6646574df78c494a28979bf575cf222cbaa2,AGENTS.md,267,267,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
